住址
新北市三峽區中山路365之20號
新北市三峽區安溪路400號
新北市中和區興南路2段399巷51之1號
新北市中和區興南路3段52巷1之2號
新北市五股區民義路2段22巷6號之2
新北市五股區民義路2段23之2B棟
新北市五股區民義路2段26號之7
新北市五股區民義路2段28之3號
新北市土城區延壽路44巷7號
新北市土城區忠義路117之3號
新北市土城區承天路4巷45之2號
新北市土城區承天路4巷45之5號
新北市土城區永和街27之12號
新北市土城區青雲路478之1號
新北市新店區安康路1段230巷13之2號
新北市林口區頂福里51之15號
新北市林口區頂福里51之3號
新北市林口區頂福里頂福53之25號
新北市樹林區大安路2之21號
新北市樹林區柑園街1段133巷1之8號
新北市樹林區柑園街1段167巷6之1號
新北市樹林區民和街56號
新北市樹林區田尾街192巷7之1號
新北市樹林區田尾街193巷5號之5
新北市樹林區西圳街2段135巷7之10號
新北市樹林區西圳街2段80巷5弄14號
新北市泰山區中港南路169之15號
新北市泰山區黎明路6之5號
新北市淡水區淡金路5段120之1號
新北市蘆洲區中正路476巷20之6A號
新北市蘆洲區復興路323巷175之20號
新北市蘆洲區成功路2之5號
新北市蘆洲區民族路422巷82弄19之7號
新北市蘆洲區環堤大道300之6號
新北市鶯歌區西湖街289巷5之16號
新竹縣新豐鄉上坑村10鄰坑子口553之9
新竹縣新豐鄉上坑村2鄰坑子口222之1號
新竹縣新豐鄉上坑村坑子口508之7號
新竹縣新豐鄉中崙村263之7號
新竹縣新豐鄉中崙村510鄰309之3號
新竹縣新豐鄉埔和村埔頂156號
新竹縣新豐鄉新豐村1鄰紅毛18之1號
新竹縣橫山鄉橫山村蔗蔀120號
新竹縣湖口鄉中山路3段137巷1號
新竹縣湖口鄉八德路1段91巷6號
新竹縣湖口鄉美城路300巷42號
新竹縣竹北市大義里鳳岡路2段38號
新竹縣竹北市水防道路三段145號
新竹縣竹北市白地街496巷353號
新竹縣竹北市聯興三街36巷32號
新竹縣竹北市蓮花路231號
桃園市中壢區中正路1327巷30號
桃園市中壢區內定二街567之9號
桃園市中壢區內定五街51之1號
桃園市中壢區內定八街499號
桃園市中壢區文中路2段51之13號
桃園市八德區和平路1101之16號
桃園市八德區和平路1101之22號
桃園市八德區和平路1101之27號
桃園市八德區寶豐街116號
桃園市八德區寶豐街98巷41弄8號
桃園市八德區崁頂路760之2號
桃園市八德區廣福路1039之5號
桃園市八德區廣興路1156巷41之16號
桃園市八德區廣興路1156巷41之7號
桃園市八德區廣興路1191號
桃園市八德區後庄街41巷117弄5號之1
桃園市八德區忠勇街424巷63弄28之1號
桃園市八德區新興路502之1號
桃園市八德區東勇街570號
桃園市八德區東勇街576號
桃園市八德區東泰街262之2號
桃園市八德區榮興路846巷12弄7號之6
桃園市八德區永豐南路25號
桃園市八德區永豐路251號
桃園市八德區永豐路374巷89弄20之1號
桃園市八德區溪墘街186號
桃園市八德區福德一路92之19號
桃園市大園區中央路507巷82號
桃園市大園區五青路150巷30號
桃園市大園區五青路151巷38之3號
桃園市平鎮區三興路60號
桃園市平鎮區三興路66之2號
桃園市平鎮區平德路282號
桃園市平鎮區平德路288之1號
桃園市平鎮區快速路1段399巷102號
桃園市平鎮區快速路2段1106巷2之2號
桃園市平鎮區新光路3段166之2號
桃園市平鎮區賦梅北路396之3號
桃園市平鎮區賦梅北路396號
桃園市新屋區中山東路1段68號
桃園市新屋區中山東路2段523巷2之1號
桃園市新屋區中山東路2段569巷1號
桃園市新屋區圳禾路1453巷117號
桃園市新屋區後湖路45號
桃園市新屋區東福路甲頭厝22之9號(東
桃園市新屋區長祥路青草坡16號
桃園市新屋區青田路83之10號
桃園市新屋區青田路83之27號
桃園市新屋區青田路83之28號
桃園市新屋區青田路83之30號
桃園市新屋區青田路83之8.83之9號
桃園市新屋區鼎鐘路100之1號
桃園市桃園區五青路319號
"桃園市桃園區國際路1段950巷101號,桃園市桃園區國際路1段103號"
桃園市桃園區國際路1段975巷12號之1
桃園市桃園區永安路1468巷174之8號
桃園市桃園區龍路3段153巷51之1號
"桃園市楊梅區幼獅路3段202巷 (路燈321"
桃園市楊梅區東楊路666號
桃園市楊梅區楊新路2段187巷82之2號
"桃園市楊梅區榮平路171巷 (電線杆B20"
桃園市楊梅區長祥路211之1號
桃園市楊梅區高上路1段267之1號
桃園市楊梅區高上路1段499之26號
桃園市楊梅區高上路1段499之8號
桃園市楊梅區高上路1段499之9號
桃園市楊梅區高獅路863巷7號
桃園市蘆竹區上竹路162號
桃園市蘆竹區中興路553巷160號
桃園市蘆竹區坑口里20鄰頭前79之18號
桃園市蘆竹區坑子里30之8號
桃園市蘆竹區大新路170號
桃園市蘆竹區富國路1段1巷161弄27之1
桃園市蘆竹區富國路3段1223號
桃園市蘆竹區富國路3段1329號
桃園市蘆竹區富華路2段66號
桃園市蘆竹區文中路1段180之1號
桃園市蘆竹區新生路600巷75弄7號
桃園市蘆竹區福興三街100之8號
桃園市蘆竹區福興二街285號
桃園市蘆竹區蘆竹街1273巷12號
桃園市蘆竹區長興路4段62隻1號
桃園市蘆竹區龍壽街1段51巷11號
桃園市蘆竹區龍安街2段1639巷158號
桃園市蘆竹區龍安街2段476之2號
桃園市蘆竹區龍安街二段1603、1633、163
桃園市觀音區崙坪里2鄰28之2號
桃園市觀音區新富路1326號
桃園市觀音區福山路2段850號
桃園市龍潭區健行路87號之1
桃園市龍潭區自由街70號
桃園市龜山區大坑路2段23號
桃園市龜山區大坑路2段272巷27之1、2
桃園市龜山區大坑路2段51之2號
桃園市龜山區大坑路2段545巷8號
桃園市龜山區大坑路2段5之12號
桃園市龜山區大坑路2段687之5號
桃園市龜山區大湖路10巷41之10號
桃園市龜山區大湖路215號
桃園市龜山區大湖路5之6號
桃園市龜山區復興街304巷89號
桃園市龜山區忠義路2段92巷365號
桃園市龜山區東舊路街160巷9號
桃園市龜山區陳厝坑路1300之1號
臺中市后里區尾社路455巷80號
"臺中市大里區東昇路299-9號,臺中市大里區東昇路299-2號"
臺中市大里區東興路513號
臺中市大雅區大林路211巷56號
臺中市大雅區平和二路179-11、179-12號
臺中市潭子區東寶里大富路一段389號
臺中市潭子區聚興里環中東路1段608號
臺中市烏日區環中路八段1328巷12弄52號
臺中市豐原三和路354巷97弄2-23號
臺北市北投區洲美街265之2號
臺南市下營區大屯寮18之13號
臺南市仁德區長興一街110巷118之1號
臺南市仁德區長興一街9號
臺南市善化區昌隆里東勢寮1之31號
臺南市安南區公學路三段21號
臺南市安南區本原街511巷166號
臺南市安南區本原街二段202號
臺南市安南區海佃路四段388巷2弄73號
臺南市安南區海前路115號
臺南市安南區長溪路二段410巷1弄46號
臺南市安定區中沙里中崙1之27號
臺南市安定區安加里258之58號
臺南市安定區新吉里125之16號
臺南市安定區新吉里281之15號
臺南市安定區新吉里新吉146之9號
臺南市安定區海寮里海寮201之22號
臺南市安定區海寮里海寮25之20號
臺南市安定區海寮里海寮25之21號
臺南市安定區海寮里海寮25之22號
臺南市安定區海寮里海寮25之5號
臺南市安定區港尾里港子尾37之12號
臺南市後壁區烏樹里烏樹林472號
臺南市新化區全興里竹子腳222號
臺南市新化區全興里竹子腳231之5號
臺南市新化區全興里竹子腳256之1號
臺南市新化區太平里民生路314巷67之2
臺南市新化區山腳里頂山腳195號
臺南市新化區山腳里頂山腳78之5號
臺南市新市區永就里68之6號
臺南市新市區永就里永就6之20號
臺南市永康區育樂街104巷200弄8號
臺南市白河區馬稠後里43之11號
臺南市西港區永樂里大盟寮55之8號
臺南市西港區竹林里大竹林1之22號
花蓮縣吉安鄉光華村南海二街169之1號
花蓮縣吉安鄉南海十三街2號
苗栗縣三義鄉廣盛村八股路66之2號
苗栗縣竹南鎮中美里11鄰48之53號
苗栗縣竹南鎮竹興里竹圍212號
雲林縣元長鄉後湖村復興路60號
雲林縣台西鄉和豐村忠孝路213號
雲林縣大埤鄉尚義村尚義路18-1號
雲林縣崙背鄉阿勸村80-50號
雲林縣斗六市保長路181號
雲林縣斗六市八德里文化路633巷4號
雲林縣斗六市林頭里林頭路193號
雲林縣東勢鄉和豐村保安林路14-81號之
雲林縣虎尾鎮廉使里1124號
雲林縣西螺鎮安定里安定路146-12號
雲林縣西螺鎮福田里社口路112-13號
高雄市仁武區工業二路33巷80之1號
高雄市仁武區鳳仁路2之39號
高雄市大寮區興中街96號
高雄市大樹區九大路河濱2巷56之46號
高雄市大社區和平路1段2之6號
高雄市岡山區嘉興路40之1號
高雄市岡山區嘉興里興南巷1之1號
高雄市岡山區本洲路321巷251號
高雄市橋頭區甲田路65號
高雄市鳥松區大同路2之45號
高雄市鳳屏二路157之50號
