住址
南投縣南投市南崗二路643巷37號
南投縣南投市吉利路443號
南投縣南投市漳興里祖祠東路46號
南投縣草屯鎮成功路1段862之1號
南投縣草屯鎮新莊2路222號
南投縣草屯鎮碧興路2段1420之7號
南投縣草屯鎮芬草路
南投縣草屯鎮防汎路1號
台中市潭子區甘水路二段282號
台中市烏日區溪南路一506巷500弄238號
嘉義縣中埔鄉和美村中山路五段270之2
嘉義縣中埔鄉金蘭村田寮7-30號
嘉義縣大林鎮排路里264號
嘉義縣大林鎮過溪里過溪152號
嘉義縣太保市南新里12鄰南埤路49號附
嘉義縣太保市南新里南埤路119巷19弄4
嘉義縣太保市舊埤里13鄰新埤129號
嘉義縣太保市舊埤里新埤7之18號
嘉義縣新港鄉潭大村大客9之3號
嘉義縣東石鄉港墘村60之8號
嘉義縣民雄鄉福興村590之4號
嘉義縣水上鄉三和村新和庄13-19號
嘉義縣水上鄉大崛村江竹仔腳3之30號
嘉義縣水上鄉寬士村崎子頭151號
嘉義縣水上鄉寬士村崎子頭49之16號
嘉義縣水上鄉柳鄉村柳子林189號之25
嘉義縣水上鄉粗溪村中山路二段607號
嘉義縣水上鄉義興村溪洲9號
嘉義縣溪口鄉游東村米粉宮96號附1
嘉義縣溪口鄉溪西村潭肚寮4-15號
嘉義縣竹崎鄉灣橋村李厝2號
宜蘭縣冬山鄉太和路133巷18號
屏東縣佳冬鄉昌隆村昌南段136地號
屏東縣屏東市仁義里7鄰海豐街95巷15之
屏東縣屏東市大洲里2鄰清進巷29之6號
屏東縣屏東市大洲里5鄰大洲27之26號
屏東縣屏東市海豐街119巷34之3號
屏東縣屏東市湖西里12鄰和生路一段17
"屏東縣琉球鄉天福村本漁段794, 794-1,795"
屏東縣竹田鄉鳳明村鳳新段895地號
屏東縣里港鄉載興村16鄰載南路23之10
屏東縣長治鄉德協村13鄰德新路46號
屏東縣高樹鄉泰山村泰和段540地號
彰化縣伸港鄉定興村定興路355、357號
彰化縣伸港鄉溪底村溪底路28-100號對
"彰化縣北斗鎮中寮里北勢寮路388號,彰化縣北斗鎮北勢寮路388號"
"彰化縣和美鎮南佃里嘉佃路197巷50,52號"
彰化縣和美鎮南佃里渭南路一巷150弄1
彰化縣和美鎮和頭路762號
彰化縣和美鎮嘉犁里嘉佃路832號
彰化縣和美鎮嘉犁里鎮東路120巷59之2
彰化縣和美鎮塗厝里嘉卿路二段臨475
彰化縣和美鎮源埤里太平路129號
彰化縣和美鎮源埤里太平路195巷68號
彰化縣和美鎮犁盛里東祥路343號
彰化縣和美鎮環社里彰新路四段322之8
彰化縣和美鎮鎮平里輝南路2弄116號
彰化縣和美鎮鐵山里嘉鐵路130巷101號
彰化縣和美鎮面前里雅安路346巷12號
彰化縣埔鹽鄉?子村光明路一段51-2號
彰化縣埔鹽鄉埔南村彰水路一段161巷13
彰化縣彰化市三村里三村路826-8號
彰化縣彰化市崙美路380號
彰化縣彰化市永芳路551-3號
彰化縣彰化市磚?里水尾二路360巷9號
彰化縣彰化市茄冬段10巷89號
彰化縣彰化市茄苳里茄苳路二段290巷1
彰化縣社頭鄉平和村鴻門巷50號
彰化縣秀水鄉安溪街76巷68號
彰化縣秀水鄉馬興村光前巷28號
彰化縣線西鄉寓埔村中央路三段119巷51
彰化縣線西鄉德興村中央路一段660巷70
彰化縣花壇鄉彰員路一段172巷87號
彰化縣花壇鄉彰花路958巷27號
彰化縣花壇鄉灣東村灣東路399號
彰化縣花壇鄉金墩村金福街臨389號
彰化縣鹿港鎮彰頂路64巷65弄100號
彰化縣鹿港鎮思源路340巷3號
彰化縣鹿港鎮東石里鹿西路5號
彰化縣鹿港鎮海埔里南橋巷243號(沒門
彰化縣鹿港鎮臨海路三段367號
彰化縣鹿港鎮草中里草中巷2-7號
彰化縣鹿港鎮草中里草中巷臨177-1號
彰化縣鹿港鎮草中里鹿草路四段205巷3
彰化縣鹿港鎮頭崙里埔尾巷143號
彰化縣鹿港鎮頭崙里埔尾巷52-10號
